Déplacement (mm);Force (N)
34.76;16091.35
34.76;16107.34
34.76;16091.35
34.76;16107.34
34.76;16091.35
34.76;16107.34
34.76;16091.35
34.76;16107.34
34.76;16091.35
34.76;16091.35
34.76;16107.34
34.81;16091.35
34.81;16091.35
34.81;16123.34
34.81;16107.34
34.81;16123.34
34.81;16107.34
34.81;16123.34
34.81;16107.34
34.81;16107.34
34.81;16091.35
34.81;16107.34
34.81;16091.35
34.87;16091.35
34.87;16075.35
34.87;16091.35
34.87;16075.35
34.87;16091.35
34.87;16091.35
34.87;16107.34
34.87;16107.34
34.87;16123.34
34.87;16107.34
34.87;16123.34
34.93;16107.34
34.93;16107.34
34.93;16091.35
34.93;16091.35
34.93;16075.35
34.93;16091.35
34.93;16075.35
34.93;16091.35
34.93;16091.35
34.93;16107.34
34.93;16123.34
34.93;16123.34
34.98;16107.34
34.98;16107.34
34.98;16123.34
34.98;16107.34
34.98;16107.34
34.98;16123.34
34.98;16107.34
34.98;16123.34
34.98;16107.34
34.98;16107.34
34.98;16107.34
34.98;16107.34
35.04;16091.35
35.04;16107.34
35.04;16091.35
35.04;16107.34
35.04;16091.35
35.04;16091.35
35.04;16075.35
35.04;16091.35
35.04;16075.35
35.04;16091.35
35.04;16075.35
35.04;16091.35
35.04;16091.35
35.04;16107.34
35.04;16107.34
35.04;16123.34
35.1;16123.34
35.1;16123.34
35.1;16123.34
35.1;16123.34
35.1;16107.34
35.1;16123.34
35.1;16123.34
35.15;16107.34
35.15;16107.34
35.15;16107.34
35.15;16091.35
35.15;16107.34
35.15;16091.35
35.15;16107.34
35.15;16107.34
35.15;16123.34
35.15;16107.34
35.15;16123.34
35.15;16123.34
35.15;16123.34
35.15;16107.34
35.15;16123.34
35.15;16107.34
35.15;16123.34
35.21;16107.34
35.21;16123.34
35.21;16107.34
35.21;16123.34
35.21;16107.34
35.21;16123.34
35.21;16123.34
35.21;16107.34
35.21;16123.34
35.26;16107.34
35.26;16107.34
35.26;16107.34
35.26;16107.34
35.26;16123.34
35.26;16107.34
35.26;16123.34
35.26;16107.34
35.26;16107.34
35.26;16107.34
35.26;16107.34
35.26;16107.34
35.26;16107.34
35.32;16091.35
35.32;16091.35
35.32;16107.34
35.32;16123.34
35.32;16123.34
35.32;16139.33
35.32;16139.33
35.32;16139.33
35.32;16139.33
35.38;16123.34
35.38;16123.34
35.38;16123.34
35.38;16107.34
35.38;16107.34
35.38;16107.34
35.38;16107.34
35.38;16091.35
35.38;16091.35
35.38;16075.35
35.38;16091.35
35.38;16075.35
35.38;16091.35
35.38;16091.35
35.38;16107.34
35.38;16107.34
35.38;16123.34
35.38;16139.33
35.43;16123.34
35.43;16123.34
35.43;16139.33
35.43;16123.34
35.43;16139.33
35.43;16123.34
35.43;16139.33
35.43;16123.34
35.43;16123.34
35.43;16139.33
35.49;16123.34
35.49;16123.34
35.49;16123.34
35.49;16123.34
35.49;16139.33
35.49;16123.34
35.49;16123.34
35.49;16107.34
35.49;16123.34
35.49;16107.34
35.49;16123.34
35.49;16091.35
35.49;16107.34
35.49;16107.34
35.54;16091.35
35.54;16091.35
35.54;16123.34
35.54;16123.34
35.54;16139.33
35.54;16123.34
35.54;16155.33
35.54;16139.33
35.54;16155.33
35.54;16139.33
35.6;16123.34
35.6;16123.34
35.6;16123.34
35.6;16107.34
35.6;16107.34
35.6;16091.35
35.6;16107.34
35.6;16091.35
35.6;16107.34
35.6;16107.34
35.6;16123.34
35.6;16155.33
35.66;16123.34
35.66;16139.33
35.66;16123.34
35.66;16139.33
35.66;16155.33
35.66;16139.33
35.66;16139.33
35.66;16123.34
35.66;16139.33
35.66;16123.34
35.66;16123.34
35.66;16123.34
35.66;16123.34
35.66;16123.34
35.71;16107.34
35.71;16107.34
35.71;16123.34
35.71;16107.34
35.71;16123.34
35.71;16123.34
35.71;16139.33
35.71;16139.33
35.71;16123.34
35.71;16123.34
35.71;16139.33
35.77;16123.34
35.77;16123.34
35.77;16123.34
35.77;16107.34
35.77;16107.34
35.77;16123.34
35.77;16123.34
35.77;16139.33
35.77;16123.34
35.77;16139.33
35.77;16123.34
35.77;16139.33
35.77;16139.33
35.83;16123.34
35.83;16123.34
35.83;16139.33
35.83;16123.34
35.83;16123.34
35.83;16107.34
35.83;16123.34
35.83;16107.34
35.83;16123.34
35.83;16123.34
35.83;16123.34
35.88;16123.34
35.88;16107.34
35.88;16107.34
35.88;16123.34
35.88;16123.34
35.88;16123.34
35.88;16123.34
35.88;16139.33
35.88;16139.33
35.88;16155.33
35.88;16139.33
35.88;16155.33
35.88;16139.33
35.88;16155.33
35.88;16123.34
35.94;16139.33
35.94;16123.34
35.94;16139.33
35.94;16123.34
35.94;16123.34
35.94;16107.34
35.94;16107.34
35.94;16091.35
35.94;16107.34
35.94;16107.34
35.94;16123.34
35.94;16107.34
35.94;16139.33
35.94;16123.34
35.94;16139.33
35.94;16155.33
35.99;16139.33
35.99;16139.33
35.99;16155.33
35.99;16139.33
35.99;16155.33
36.05;16139.33
36.05;16155.33
36.05;16139.33
36.05;16155.33
36.05;16123.34
36.05;16139.33
36.05;16123.34
36.05;16123.34
36.05;16107.34
36.05;16139.33
36.05;16123.34
36.05;16139.33
36.05;16123.34
36.05;16139.33
36.05;16123.34
36.05;16155.33
36.11;16155.33
36.11;16139.33
36.11;16139.33
36.11;16155.33
36.11;16139.33
36.11;16155.33
36.11;16139.33
36.11;16155.33
36.11;16139.33
36.11;16155.33
36.11;16139.33
36.11;16155.33
36.16;16139.33
36.16;16139.33
36.16;16123.34
36.16;16139.33
36.16;16123.34
36.16;16139.33
36.16;16123.34
36.16;16123.34
36.16;16107.34
36.16;16123.34
36.16;16107.34
36.16;16123.34
36.16;16123.34
36.16;16139.33
36.22;16107.34
36.22;16123.34
36.22;16139.33
36.22;16155.33
36.22;16139.33
36.22;16155.33
36.22;16139.33
36.22;16155.33
36.22;16155.33
36.22;16155.33
36.27;16139.33
36.27;16139.33
36.27;16123.34
36.27;16139.33
36.27;16123.34
36.27;16139.33
36.27;16123.34
36.27;16155.33
36.27;16123.34
36.27;16155.33
36.33;16139.33
36.33;16155.33
36.33;16139.33
36.33;16155.33
36.33;16139.33
36.33;16155.33
36.33;16139.33
36.33;16155.33
36.33;16123.34
36.33;16155.33
36.33;16155.33
36.33;16139.33
36.33;16155.33
36.39;16139.33
36.39;16139.33
36.39;16155.33
36.39;16139.33
36.39;16155.33
36.39;16139.33
36.39;16139.33
36.39;16123.34
36.39;16139.33
36.39;16123.34
36.39;16123.34
36.39;16123.34
36.39;16123.34
36.39;16155.33
36.44;16123.34
36.44;16107.34
36.44;16107.34
36.44;16107.34
36.44;16123.34
36.44;16139.33
36.44;16155.33
36.44;16155.33
36.44;16171.32
36.44;16155.33
36.44;16171.32
36.44;16155.33
36.44;16171.32
36.44;16171.32
36.5;16155.33
36.5;16139.33
36.5;16155.33
36.5;16123.34
36.5;16139.33
36.5;16123.34
36.5;16139.33
36.5;16139.33
36.5;16155.33
36.5;16171.32
36.56;16123.34
36.56;16123.34
36.56;16139.33
36.56;16155.33
36.56;16171.32
36.56;16155.33
36.56;16155.33
36.56;16139.33
36.56;16155.33
36.56;16155.33
36.56;16171.32
36.56;16171.32
36.61;16139.33
36.61;16155.33
36.61;16155.33
36.61;16155.33
36.61;16171.32
36.61;16139.33
36.61;16155.33
36.61;16139.33
36.61;16171.32
36.61;16155.33
36.61;16171.32
36.61;16171.32
36.61;16155.33
36.61;16155.33
36.61;16155.33
36.67;16155.33
36.67;16139.33
36.67;16139.33
36.67;16139.33
36.67;16139.33
36.67;16155.33
36.67;16139.33
36.67;16155.33
36.67;16171.32
36.67;16155.33
36.67;16171.32
36.72;16155.33
36.72;16139.33
36.72;16155.33
36.72;16139.33
36.72;16155.33
36.72;16123.34
36.72;16139.33
36.72;16155.33
36.72;16155.33
36.78;16123.34
36.78;16139.33
36.78;16155.33
36.78;16171.32
36.78;16155.33
36.78;16171.32
36.78;16155.33
36.78;16171.32
36.78;16155.33
36.78;16171.32
36.78;16155.33
36.78;16171.32
36.78;16155.33
36.78;16171.32
36.78;16155.33
36.78;16171.32
36.84;16155.33
36.84;16171.32
36.84;16155.33
36.84;16171.32
36.84;16139.33
36.84;16155.33
36.84;16139.33
36.84;16155.33
36.84;16123.34
36.84;16139.33
36.84;16123.34
36.84;16139.33
36.84;16123.34
36.84;16139.33
36.84;16155.33
36.89;16123.34
36.89;16139.33
36.89;16155.33
36.89;16155.33
36.89;16171.32
36.89;16155.33
36.89;16171.32
36.89;16171.32
36.89;16187.32
36.95;16155.33
36.95;16171.32
36.95;16155.33
36.95;16171.32
36.95;16171.32
36.95;16139.33
36.95;16171.32
36.95;16171.32
36.95;16155.33
36.95;16171.32
36.95;16171.32
37;16155.33
37;16155.33
37;16155.33
37;16155.33
37;16171.32
37;16139.33
37;16155.33
37;16171.32
37;16155.33
37;16171.32
37;16171.32
37.06;16139.33
37.06;16155.33
37.06;16171.32
37.06;16155.33
37.06;16155.33
37.06;16171.32
37.06;16155.33
37.06;16171.32
37.06;16155.33
37.06;16171.32
37.06;16139.33
37.06;16155.33
37.06;16139.33
37.06;16155.33
37.06;16139.33
37.06;16155.33
37.06;16155.33
37.12;16139.33
37.12;16155.33
37.12;16171.32
37.12;16155.33
37.12;16187.32
37.12;16171.32
37.12;16187.32
37.12;16187.32
37.12;16171.32
37.12;16171.32
37.17;16171.32
37.17;16155.33
37.17;16155.33
37.17;16155.33
37.17;16171.32
37.17;16139.33
37.17;16155.33
37.17;16139.33
37.17;16155.33
37.17;16139.33
37.17;16155.33
37.17;16171.32
37.17;16171.32
37.23;16155.33
37.23;16155.33
37.23;16155.33
37.23;16171.32
37.23;16155.33
37.23;16171.32
37.23;16155.33
37.23;16171.32
37.23;16155.33
37.23;16171.32
37.23;16155.33
37.23;16187.32
37.23;16171.32
37.23;16187.32
37.29;16171.32
37.29;16187.32
37.29;16171.32
37.29;16187.32
37.29;16155.33
37.29;16171.32
37.29;16155.33
37.29;16171.32
37.29;16155.33
37.34;16139.33
37.34;16139.33
37.34;16155.33
37.34;16139.33
37.34;16171.32
37.34;16155.33
37.34;16171.32
37.34;16155.33
37.34;16171.32
37.34;16187.32
37.34;16171.32
37.34;16171.32
37.34;16171.32
37.4;16155.33
37.4;16171.32
37.4;16155.33
37.4;16155.33
37.4;16155.33
37.4;16171.32
37.4;16155.33
37.4;16171.32
37.4;16171.32
37.4;16171.32
37.45;16139.33
37.45;16155.33
37.45;16155.33
37.45;16187.32
37.45;16155.33
37.45;16187.32
37.45;16155.33
37.45;16187.32
37.45;16155.33
37.45;16171.32
37.45;16155.33
37.45;16171.32
37.45;16187.32
37.51;16155.33
37.51;16187.32
37.51;16171.32
37.51;16171.32
37.51;16187.32
37.51;16155.33
37.51;16171.32
37.51;16155.33
37.51;16171.32
37.51;16155.33
37.51;16171.32
37.51;16155.33
37.51;16171.32
37.51;16139.33
37.51;16155.33
37.57;16139.33
37.57;16171.32
37.57;16155.33
37.57;16171.32
37.57;16155.33
37.57;16171.32
37.57;16155.33
37.57;16187.32
37.57;16171.32
37.57;16187.32
37.57;16171.32
37.57;16187.32
37.57;16187.32
37.62;16171.32
37.62;16171.32
37.62;16203.32
37.62;16171.32
37.62;16203.32
37.62;16171.32
37.62;16187.32
37.62;16171.32
37.62;16187.32
37.62;16155.33
37.62;16171.32
37.62;16155.33
37.62;16171.32
37.62;16155.33
37.68;16139.33
37.68;16139.33
37.68;16155.33
37.68;16139.33
37.68;16155.33
37.68;16139.33
37.68;16155.33
37.68;16155.33
37.68;16171.32
37.68;16187.32
37.73;16171.32
37.73;16171.32
37.73;16187.32
37.73;16171.32
37.73;16187.32
37.73;16171.32
37.73;16187.32
37.73;16171.32
37.73;16187.32
37.73;16171.32
37.73;16171.32
37.73;16171.32
37.79;16171.32
37.79;16155.33
37.79;16155.33
37.79;16155.33
37.79;16171.32
37.79;16155.33
37.79;16171.32
37.79;16171.32
37.79;16187.32
37.79;16171.32
37.79;16203.32
37.79;16203.32
37.85;16171.32
37.85;16187.32
37.85;16203.32
37.85;16171.32
37.85;16187.32
37.85;16171.32
37.85;16187.32
37.85;16155.33
37.85;16171.32
37.85;16155.33
37.85;16171.32
37.85;16155.33
37.85;16171.32
37.85;16171.32
37.9;16155.33
37.9;16155.33
37.9;16187.32
37.9;16171.32
37.9;16187.32
37.9;16171.32
37.9;16187.32
37.9;16171.32
37.9;16187.32
37.9;16171.32
37.9;16187.32
37.9;16203.32
37.9;16203.32
37.96;16171.32
37.96;16187.32
37.96;16187.32
37.96;16203.32
37.96;16171.32
37.96;16187.32
37.96;16171.32
37.96;16187.32
37.96;16155.33
37.96;16171.32
37.96;16155.33
37.96;16171.32
37.96;16139.33
37.96;16155.33
38.02;16139.33
38.02;16155.33
38.02;16139.33
38.02;16171.32
38.02;16155.33
38.02;16187.32
38.02;16187.32
38.02;16203.32
38.02;16203.32
38.02;16203.32
38.07;16171.32
38.07;16171.32
38.07;16171.32
38.07;16187.32
38.07;16171.32
38.07;16187.32
38.07;16171.32
38.07;16187.32
38.07;16171.32
38.07;16171.32
38.07;16155.33
38.07;16187.32
38.07;16187.32
38.07;16187.32
38.07;16187.32
38.13;16171.32
38.13;16171.32
38.13;16171.32
38.13;16171.32
38.13;16187.32
38.13;16171.32
38.13;16187.32
38.13;16171.32
38.13;16187.32
38.13;16187.32
38.13;16187.32
38.13;16187.32
38.13;16187.32
38.18;16171.32
38.18;16171.32
38.18;16171.32
38.18;16171.32
38.18;16155.33
38.18;16187.32
38.18;16171.32
38.18;16187.32
38.18;16171.32
38.18;16187.32
38.18;16187.32
38.18;16171.32
38.24;16155.33
38.24;16155.33
38.24;16155.33
38.24;16171.32
38.24;16155.33
38.24;16187.32
38.24;16171.32
38.24;16203.32
38.24;16187.32
38.24;16203.32
38.24;16203.32
38.3;16187.32
38.3;16187.32
38.3;16187.32
38.3;16171.32
38.3;16187.32
38.3;16155.33
38.3;16171.32
38.3;16155.33
38.3;16171.32
38.3;16171.32
38.3;16187.32
38.3;16203.32
38.35;16139.33
38.35;16155.33
38.35;16171.32
38.35;16171.32
38.35;16203.32
38.35;16171.32
38.35;16187.32
38.35;16171.32
38.35;16187.32
38.35;16171.32
38.35;16187.32
38.35;16187.32
38.35;16187.32
38.35;16203.32
38.41;16171.32
38.41;16171.32
38.41;16171.32
38.41;16171.32
38.41;16187.32
38.41;16171.32
38.41;16203.32
38.41;16187.32
38.41;16203.32
38.41;16171.32
38.41;16187.32
38.41;16187.32
38.41;16187.32
38.46;16171.32
38.46;16171.32
38.46;16155.33
38.46;16187.32
38.46;16171.32
38.46;16187.32
38.46;16155.33
38.46;16187.32
38.46;16171.32
38.46;16187.32
38.46;16171.32
38.46;16203.32
38.52;16171.32
38.52;16203.32
38.52;16171.32
38.52;16203.32
38.52;16171.32
38.52;16187.32
38.52;16171.32
38.52;16187.32
38.52;16187.32
38.52;16187.32
38.58;16171.32
38.58;16171.32
38.58;16171.32
38.58;16187.32
38.58;16155.33
38.58;16171.32
38.58;16155.33
38.58;16187.32
38.58;16171.32
38.58;16203.32
38.58;16171.32
38.58;16203.32
38.58;16203.32
38.58;16203.32
38.63;16187.32
38.63;16187.32
38.63;16187.32
38.63;16203.32
38.63;16171.32
38.63;16187.32
38.63;16171.32
38.63;16171.32
38.63;16155.33
38.63;16171.32
38.63;16155.33
38.63;16155.33
38.63;16171.32
38.63;16171.32
38.69;16139.33
38.69;16139.33
38.69;16139.33
38.69;16155.33
38.69;16155.33
38.69;16187.32
38.69;16171.32
38.69;16203.32
38.69;16187.32
38.69;16203.32
38.69;16187.32
38.69;16219.31
38.69;16203.32
38.69;16203.32
38.75;16187.32
38.75;16187.32
38.75;16187.32
38.75;16203.32
38.75;16171.32
38.75;16203.32
38.75;16171.32
38.75;16187.32
38.75;16171.32
38.75;16187.32
38.75;16187.32
38.75;16187.32
38.8;16171.32
38.8;16171.32
38.8;16187.32
38.8;16171.32
38.8;16187.32
38.8;16171.32
38.8;16171.32
38.8;16187.32
38.8;16171.32
38.8;16203.32
38.8;16203.32
38.86;16171.32
38.86;16187.32
38.86;16203.32
38.86;16171.32
38.86;16187.32
38.86;16171.32
38.86;16187.32
38.86;16171.32
38.86;16187.32
38.86;16171.32
38.86;16171.32
38.86;16171.32
38.91;16155.33
38.91;16155.33
38.91;16155.33
38.91;16155.33
38.91;16187.32
38.91;16171.32
38.91;16203.32
38.91;16187.32
38.91;16203.32
38.91;16187.32
38.91;16203.32
38.91;16203.32
38.91;16203.32
38.91;16203.32
38.97;16187.32
38.97;16187.32
38.97;16187.32
38.97;16171.32
38.97;16187.32
38.97;16171.32
38.97;16187.32
38.97;16171.32
38.97;16187.32
38.97;16171.32
38.97;16187.32
38.97;16171.32
38.97;16187.32
38.97;16187.32
39.03;16171.32
39.03;16155.33
39.03;16187.32
39.03;16155.33
39.03;16187.32
39.03;16171.32
39.03;16187.32
39.03;16187.32
39.03;16203.32
39.03;16219.31
39.03;16219.31
39.03;16203.32
39.08;16187.32
39.08;16187.32
39.08;16187.32
39.08;16187.32
39.08;16203.32
39.08;16171.32
39.08;16187.32
39.08;16171.32
39.08;16171.32
39.08;16171.32
39.08;16171.32
39.14;16155.33
39.14;16139.33
39.14;16139.33
39.14;16139.33
39.14;16155.33
39.14;16187.32
39.14;16171.32
39.14;16203.32
39.14;16187.32
39.14;16203.32
39.14;16203.32
39.14;16203.32
39.14;16203.32
39.19;16187.32
39.19;16187.32
39.19;16171.32
39.19;16171.32
39.19;16203.32
39.19;16171.32
39.19;16203.32
39.19;16171.32
39.19;16203.32
39.19;16187.32
39.25;16171.32
39.25;16171.32
39.25;16187.32
39.25;16171.32
39.25;16203.32
39.25;16187.32
39.25;16203.32
39.25;16187.32
39.25;16203.32
39.25;16171.32
39.25;16203.32
39.25;16203.32
39.25;16187.32
39.25;16187.32
39.25;16187.32
39.31;16187.32
39.31;16171.32
39.31;16171.32
39.31;16171.32
39.31;16171.32
39.31;16187.32
39.31;16171.32
39.31;16187.32
39.31;16187.32
39.31;16187.32
39.36;16171.32
39.36;16171.32
39.36;16155.33
39.36;16171.32
39.36;16155.33
39.36;16171.32
39.36;16155.33
39.36;16187.32
39.36;16171.32
39.36;16187.32
39.36;16171.32
39.36;16203.32
39.36;16187.32
39.36;16219.31
39.36;16219.31
39.36;16203.32
39.42;16203.32
39.42;16187.32
39.42;16187.32
39.42;16187.32
39.42;16171.32
39.42;16187.32
39.42;16155.33
39.42;16187.32
39.42;16155.33
39.42;16187.32
39.42;16171.32
39.42;16187.32
39.42;16187.32
39.48;16171.32
39.48;16171.32
39.48;16203.32
39.48;16171.32
39.48;16187.32
39.48;16171.32
39.48;16187.32
39.48;16171.32
39.48;16187.32
39.48;16187.32
39.48;16187.32
39.48;16187.32
39.53;16171.32
39.53;16171.32
39.53;16171.32
39.53;16171.32
39.53;16187.32
39.53;16171.32
39.53;16187.32
39.53;16171.32
39.53;16187.32
39.53;16171.32
39.53;16187.32
39.53;16171.32
39.53;16187.32
39.53;16171.32
39.53;16187.32
39.53;16187.32
39.59;16171.32
39.59;16171.32
39.59;16187.32
39.59;16171.32
39.59;16187.32
39.59;16171.32
39.59;16187.32
39.59;16187.32
39.59;16187.32
39.64;16171.32
39.64;16171.32
39.64;16171.32
39.64;16187.32
39.64;16171.32
39.64;16187.32
39.64;16155.33
39.64;16171.32
39.64;16155.33
39.64;16171.32
39.64;16187.32
39.64;16203.32
39.64;16203.32
39.7;16155.33
39.7;16171.32
39.7;16187.32
39.7;16187.32
39.7;16203.32
39.7;16187.32
39.7;16203.32
39.7;16203.32
39.7;16187.32
39.7;16187.32
39.7;16187.32
39.7;16187.32
39.76;16187.32
39.76;16171.32
39.76;16171.32
39.76;16171.32
39.76;16171.32
39.76;16171.32
39.76;16187.32
39.76;16171.32
39.76;16187.32
39.76;16171.32
39.76;16187.32
39.76;16155.33
39.76;16171.32
39.76;16171.32
39.76;16187.32
39.81;16155.33
39.81;16155.33
39.81;16171.32
39.81;16187.32
39.81;16171.32
39.81;16203.32
39.81;16171.32
39.81;16203.32
39.81;16171.32
39.81;16187.32
39.81;16187.32
39.87;16171.32
39.87;16155.33
39.87;16171.32
39.87;16155.33
39.87;16171.32
39.87;16155.33
39.87;16187.32
39.87;16171.32
39.87;16203.32
39.87;16203.32
39.87;16171.32
39.87;16187.32
39.92;16187.32
39.92;16171.32
39.92;16187.32
39.92;16171.32
39.92;16187.32
39.92;16171.32
39.92;16171.32
39.92;16171.32
39.92;16187.32
39.92;16203.32
39.92;16203.32
39.98;16171.32
39.98;16187.32
39.98;16187.32
39.98;16203.32
39.98;16171.32
39.98;16187.32
39.98;16155.33
39.98;16171.32
39.98;16139.33
39.98;16155.33
39.98;16123.34
39.98;16155.33
39.98;16155.33
39.98;16187.32
39.98;16203.32
39.98;16203.32
39.98;16203.32
40.04;16139.33
40.04;16155.33
40.04;16171.32
40.04;16187.32
40.04;16187.32
40.04;16187.32
40.04;16203.32
40.04;16187.32
40.04;16203.32
40.04;16187.32
40.09;16187.32
40.09;16171.32
40.09;16187.32
40.09;16171.32
40.09;16171.32
40.09;16155.33
40.09;16171.32
40.09;16187.32
40.09;16187.32
40.09;16171.32
40.09;16171.32
40.15;16171.32
40.15;16171.32
40.15;16171.32
40.15;16155.33
40.15;16155.33
40.15;16171.32
40.15;16155.33
40.15;16187.32
40.15;16171.32
40.15;16187.32
40.15;16187.32
40.15;16203.32
40.15;16203.32
40.15;16203.32
40.21;16187.32
40.21;16187.32
40.21;16187.32
40.21;16203.32
40.21;16171.32
40.21;16187.32
40.21;16155.33
40.21;16171.32
40.21;16155.33
40.21;16171.32
40.21;16155.33
40.21;16171.32
40.21;16155.33
40.21;16171.32
40.21;16187.32
40.26;16171.32
40.26;16171.32
40.26;16187.32
40.26;16171.32
40.26;16187.32
40.26;16171.32
40.26;16187.32
40.26;16171.32
40.26;16187.32
40.26;16171.32
40.26;16187.32
40.32;16171.32
40.32;16171.32
40.32;16171.32
40.32;16187.32
40.32;16171.32
40.32;16171.32
40.37;16171.32
40.37;16187.32
40.37;16171.32
40.37;16187.32
40.37;16171.32
40.37;16171.32
40.37;16171.32
40.37;16187.32
40.37;16171.32
40.37;16187.32
40.37;16171.32
40.37;16187.32
40.37;16187.32
40.37;16187.32
40.37;16187.32
40.37;16187.32
40.37;16171.32
40.37;16187.32
40.37;16171.32
40.37;16171.32
40.43;16155.33
40.43;16171.32
40.43;16155.33
40.43;16155.33
40.43;16139.33
40.43;16155.33
40.43;16155.33
40.43;16139.33
40.43;16155.33
40.49;16139.33
40.49;16155.33
40.49;16171.32
40.49;16171.32
40.49;16171.32
40.49;16171.32
40.49;16187.32
40.49;16171.32
40.49;16187.32
40.49;16187.32
40.49;16187.32
40.49;16187.32
40.49;16187.32
40.54;16187.32
40.54;16187.32
40.54;16171.32
40.54;16187.32
40.54;16171.32
40.54;16187.32
40.54;16171.32
40.54;16171.32
40.54;16171.32
40.54;16171.32
40.54;16171.32
40.6;16155.33
40.6;16155.33
40.6;16155.33
40.6;16155.33
40.6;16155.33
40.6;16139.33
40.6;16155.33
40.6;16155.33
40.6;16171.32
40.6;16171.32
40.6;16187.32
40.6;16187.32
40.6;16187.32
40.6;16187.32
40.65;16187.32
40.65;16171.32
40.65;16187.32
40.65;16171.32
40.65;16171.32
40.65;16155.33
40.65;16155.33
40.65;16155.33
40.65;16155.33
40.65;16155.33
40.65;16171.32
40.65;16171.32
40.65;16171.32
40.65;16187.32
40.71;16171.32
40.71;16171.32
40.71;16171.32
40.71;16171.32
40.71;16171.32
40.71;16155.33
40.71;16171.32
40.71;16155.33
40.71;16171.32
40.71;16171.32
40.71;16171.32
40.77;16171.32
40.77;16171.32
40.77;16171.32
40.77;16171.32
40.77;16171.32
40.77;16171.32
40.77;16171.32
40.77;16171.32
40.77;16155.33
40.77;16155.33
40.77;16155.33
40.77;16155.33
40.77;16139.33
40.82;16139.33
40.82;16139.33
40.82;16139.33
40.82;16139.33
40.82;16155.33
40.82;16155.33
40.82;16171.32
40.82;16171.32
40.82;16187.32
40.82;16187.32
40.82;16203.32
40.82;16187.32
40.82;16187.32
40.82;16155.33
40.88;16187.32
40.88;16187.32
40.88;16171.32
40.88;16171.32
40.88;16155.33
40.88;16123.34
40.88;16123.34
40.88;16123.34
40.88;16123.34
40.88;16123.34
40.88;16155.33
40.88;16171.32
40.94;16155.33
40.94;16171.32
40.94;16171.32
40.94;16171.32
40.94;16171.32
40.94;16171.32
40.94;16187.32
40.94;16171.32
40.94;16171.32
40.99;16171.32
40.99;16171.32
40.99;16171.32
40.99;16171.32
40.99;16155.33
40.99;16171.32
40.99;16155.33
40.99;16171.32
40.99;16155.33
40.99;16155.33
40.99;16155.33
40.99;16171.32
40.99;16171.32
40.99;16171.32
41.05;16171.32
41.05;16171.32
41.05;16155.33
41.05;16171.32
41.05;16155.33
41.05;16155.33
41.05;16155.33
41.05;16155.33
41.05;16155.33
41.05;16155.33
41.05;16155.33
41.05;16155.33
41.05;16155.33
41.05;16171.32
41.1;16155.33
41.1;16171.32
41.1;16155.33
41.1;16155.33
41.1;16155.33
41.1;16155.33
41.1;16139.33
41.1;16139.33
41.1;16139.33
41.1;16155.33
41.1;16139.33
41.1;16155.33
41.1;16139.33
41.16;16155.33
41.16;16155.33
41.16;16155.33
41.16;16155.33
41.16;16155.33
41.16;16155.33
41.16;16171.32
41.16;16155.33
41.16;16171.32
41.16;16155.33
41.16;16171.32
41.16;16155.33
41.16;16155.33
41.22;16155.33
41.22;16155.33
41.22;16139.33
41.22;16155.33
41.22;16139.33
41.22;16139.33
41.22;16139.33
41.22;16155.33
41.22;16155.33
41.22;16155.33
41.22;16139.33
41.22;16139.33
41.22;16139.33
41.22;16139.33
41.27;16139.33
41.27;16139.33
41.27;16139.33
41.27;16139.33
41.27;16155.33
41.27;16155.33
41.27;16155.33
41.27;16155.33
41.27;16155.33
41.33;16155.33
41.33;16155.33
41.33;16155.33
41.33;16155.33
41.33;16155.33
41.33;16139.33
41.33;16139.33
41.33;16139.33
41.33;16139.33
41.33;16139.33
41.33;16139.33
41.33;16139.33
41.33;16139.33
41.33;16139.33
41.38;16139.33
41.38;16139.33
41.38;16139.33
41.38;16139.33
41.38;16139.33
41.38;16139.33
41.38;16139.33
41.38;16139.33
41.38;16155.33
41.38;16155.33
41.44;16155.33
41.44;16155.33
41.44;16155.33
41.44;16155.33
41.44;16155.33
41.44;16139.33
41.44;16139.33
41.44;16139.33
41.44;16139.33
41.44;16139.33
41.44;16139.33
41.44;16123.34
41.44;16123.34
41.44;16123.34
41.44;16139.33
41.5;16123.34
41.5;16123.34
41.5;16139.33
41.5;16139.33
41.5;16139.33
41.5;16139.33
41.5;16139.33
41.5;16155.33
41.5;16139.33
41.5;16139.33
41.5;16139.33
41.5;16139.33
41.5;16139.33
41.55;16139.33
41.55;16123.34
41.55;16123.34
41.55;16123.34
41.55;16123.34
41.55;16123.34
41.55;16123.34
41.55;16123.34
41.55;16123.34
41.55;16123.34
41.55;16123.34
41.61;16123.34
41.61;16123.34
41.61;16123.34
41.61;16123.34
41.61;16123.34
41.61;16123.34
41.61;16123.34
41.61;16123.34
41.61;16123.34
41.61;16139.33
41.61;16139.33
41.67;16139.33
41.67;16139.33
41.67;16139.33
41.67;16139.33
41.67;16139.33
41.67;16139.33
41.67;16139.33
41.67;16123.34
41.67;16123.34
41.67;16123.34
41.67;16123.34
41.67;16107.34
41.67;16107.34
41.67;16107.34
41.67;16107.34
41.72;16107.34
41.72;16123.34
41.72;16123.34
41.72;16123.34
41.72;16123.34
41.72;16123.34
41.72;16123.34
41.72;16123.34
41.72;16123.34
41.72;16123.34
41.72;16123.34
41.72;16123.34
